!	PUNC	PUNC	!	208
abyde	VB	VBP	abydeth	3
abyde	VB	VBP	abyd	1
abyde	VB	VBP	abides	1
abyde	VB	VBN	abiden	5
abyde	VB	VBN	abedyn	4
abyde	VB	VBN	abyden	2
abyde	VB	VBN	abydyn	1
abyde	VB	VBD	abedyn	2
abyde	VB	VAN	abedyn	1
abydyn	VB	VB	abydyn	3
abydyn	VB	VB	abyden	1
abydyn	VB	VB	abedyn	1
abydyng	VAG	VAG	abydyng	8
abydyng	VAG	VAG	abyding	4
abydyng	VAG	VAG	abidyng	4
abydyng	VAG	VAG	abydynge	3
abydyng	VAG	VAG	abiding	3
abydyng	VAG	VAG	abydinge	1
abydyng	VAG	VAG	abyddynge	1
abydyng	VAG	VAG	abyddyng	1
abydyng	VAG	VAG	abideinge	1
abydys	VBP	VBP	abydys	2
abydys	VBP	VBP	abidith	2
abydys	VBP	VBP	abydythe	1
abydys	VBP	VBP	abydyth	1
abye	VB	VB	abye	1
abygall	NPR	NPR	abygall	1
abygall	NPR	NPR	abigall	1
abygayll	NPR	NPR	abygayll	1
abygayll	NPR	NPR	abigail	1
abyll	ADJ	ADJ	abyll	6
abyll	ADJ	ADJ	abill	4
abyll	ADJ	ADJ	abyl	1
abyll	VB	VBN	abyld	1
abyll	VB	VB	abyll	1
abyngdon	NPR	NPR	abyngdon	1
abyngdon	NPR	NPR	abingdon	1
abynton	NPR	NPR	abynton	1
ac	NUM	NUM	ac	34
academicall	ADJ	ADJ	academicall	1
academick	N	NS	academiks	1
academick	N	N	academick	1
academy	N	N	academy	2
academy	NPR	NPR	academy	1
acandl	NUM	NUM	acandl	1
acarnania	NPR	NPR	acarnania	1
acashan	N	N	acashan	1
acasion	N	N	acasion	1
accelerate	VB	VB	accelerate	5
accelerate	VB	VBP	accelerate	1
accelerate	VB	VAN	accelerated	1
acceleration	N	N	acceleration	1
acceleration	N	N	acceleracion	1
accept	VB	VB	accept	119
accept	VB	VB	accepte	40
accept	VB	VB	acsept	2
accept	VB	VB	acscept	1
accept	VB	VB	acepte	1
accept	VB	VB	acept	1
accept	VB	VB	acceept	1
accept	VB	VAN	accepted	46
accept	VB	VAN	acceptyd	3
accept	VB	VAN	acceptid	2
accept	VB	VBN	accepted	16
accept	VB	VBN	acceptyd	2
accept	VB	VBI	accept	12
accept	VB	VBI	ascept	1
accept	VB	VBI	accepte	1
accept	VB	VBP	accept	10
accept	VB	VBP	accepte	2
accept	VB	VBP	acceptes	1
accept	VB	VBD	accepted	7
accept	P	P	accept	1
acceptabell	ADJ	ADJ	acceptabell	1
acceptabell	ADJ	ADJ	acceptabele	1
acceptable	ADJ	ADJ	acceptable	76
acceptable	ADJ	ADJ	acseptable	1
acceptable	ADJ	ADJ	acsceptable	1
acceptacion	N	N	acceptacion	11
acceptacon	N	N	acceptacon	2
acceptance	N	N	acceptance	24
acceptance	N	N	acceptaunce	1
acceptance	N	N	acceptans	1
accepteable	ADJ	ADJ	accepteable	1
accepted	ADJ	ADJ	accepted	2
accepting	ADJ	ADJ	accepting	1
accepting	VAG	VAG	accepting	9
accepting	VAG	VAG	acceptyng	2
acceptinge	N	N	acceptinge	1
acception	N	N	acception	3
accertaigne	VB	VB	accertaigne	1
accesse	N	N	accesse	41
accesse	N	N	access	6
accesse	N	N	assesse	1
accesse	N	N	acsces	1
accesse	N	N	acces	1
accesse	N	NS	asseyses	1
accession	N	N	accession	2
accession	N	NS	accessions	1
accessorys	NS	NS	accessorys	1
accessorys	NS	NS	accessories	1
accheving	N	N	accheving	1
accheving	VAG	VAG	accheving	1
accidence	N	N	accidence	1
accidens	NS	NS	accidens	1
accident	N	N	accident	62
accident	N	N	accydent	5
accident	N	N	accidente	2
accident	N	N	accedent	1
accident	N	NS	accidents	24
accident	N	NS	accidentes	3
accidentall	ADJ	ADJ	accidentall	8
accidentall	ADJ	ADJ	accydentall	1
accidentall	ADJ	ADJ	accidental	1
accidentally	ADV	ADV	accidentally	6
accidentz	NS	NS	accidentz	1
accionys	NS	NS	accionys	1
acclamaons	NS	NS	acclamaons	1
acclamation	N	NS	acclamations	9
acclamation	N	N	acclamation	1
accointaunce	N	N	accointaunce	1
accommodate	VB	VB	accommodate	5
accommodate	VB	VB	accomodate	3
accommodate	VB	VB	acomodate	1
accommodate	VB	VAN	accommodated	4
accommodate	VB	VAN	accomodated	2
accommodate	VB	VAN	acomodated	1
accommodate	VB	VBN	accommodated	1
accommodation	N	N	accommodation	9
accommodation	N	N	accomodation	7
accommodation	N	N	acomodation	2
accommodation	N	NS	accomodations	1
accommodation	N	NS	accommodations	1
accomodating	N	N	accomodating	2
accomodating	VAG	VAG	accomodating	1
accompaignied	VAN	VAN	accompaignied	1
accompaninge	VAG	VAG	accompaninge	1
accompany	VB	VB	accompany	22
accompany	VB	VB	accompanie	9
accompany	VB	VB	accumpany	5
accompany	VB	VB	acompanye	1
accompany	VB	VB	accompanye	1
accompany	VB	VAN	accompanied	21
accompany	VB	VAN	accompanyed	9
accompany	VB	VAN	accumpanied	8
accompany	VB	VAN	acompanyed	1
accompany	VB	VBD	accompanied	8
accompany	VB	VBD	accumpanied	1
accompany	VB	VBD	accompanyed	1
accompany	VB	VBP	accompany	3
accompany	VB	VBP	accompanyes	1
accompany	VB	VBP	accompanye	1
accompany	VB	VBP	accompanies	1
accompany	VB	VBN	accumpanied	1
accompany	VB	VBN	accompanied	1
accompanyd	VBN	VBN	accompanyd	1
accompanyd	VBN	VBD	acompanid	1
accompanyd	VBN	VAN	accompanyd	1
accompanyd	VBN	VAN	accompaned	1
accompanyd	ADJ	ADJ	accompanyd	1
accompanyed	ADJ	ADJ	accompanyed	1
accompeneyed	VBN	VBN	accompeneyed	1
accompeneyed	VBN	VAN	accompayned	1
accompleshe	VB	VBN	accompleschyd	1
accompleshe	VB	VB	accompleshe	1
accomplices	NS	NS	accomplices	1
accomplish	VB	VB	accomplish	18
accomplish	VB	VB	accomplishe	10
accomplish	VB	VB	accomplyshe	6
accomplish	VB	VB	acomplyssh	1
accomplish	VB	VB	acomplyshe	1
accomplish	VB	VB	accomplisshe	1
accomplish	VB	VAN	accomplished	11
accomplish	VB	VAN	accomplyshed	2
accomplish	VB	VAN	accomplisshed	2
accomplish	VB	VAN	accomplysshed	1
accomplish	VB	VAN	accomplyshyd	1
accomplish	VB	VBN	accomplished	1
accomplished	ADJ	ADJ	accomplished	1
accomplishement	N	N	accomplishement	6
accomplishement	N	N	accomplyshement	3
accomplishement	N	N	acomplishement	1
accomplishing	VAG	VAG	accomplishing	2
accomplishing	VAG	VAG	accomplisshing	1
accomplishment	N	N	accomplishment	16
accomplishment	N	N	accomplyshment	3
accomplishment	N	N	acomplyshment	2
accomplishment	N	N	accomplisshment	1
accomplishment	N	NS	accomplishments	2
accomplisht	ADJ	ADJ	accomplisht	1
accomplisshing	N	N	accomplisshing	2
accomplisshing	N	N	accomplishing	2
accomplisshing	N	N	accomplyshing	1
accomplye	VB	VB	accomplye	2
accomplye	VB	VB	accomply	1
accomplye	VB	VBP	accomplye	1
accomplye	VB	VAN	accomplied	1
accompt	VB	VAN	accompted	19
accompt	VB	VAN	accoumpted	1
accompt	VB	VBP	accompt	14
accompt	VB	VBP	accompte	2
accompt	VB	VBP	accoumpt	1
accompt	VB	VB	accompt	7
accompt	VB	VB	accompte	3
accompt	VB	VB	accowmpte	1
accompt	VB	VBN	accompted	3
accompt	VB	VBN	acomptyd	1
accompt	VB	VBD	accompted	1
accompt	N	N	accompt	125
accompt	N	N	accompte	23
accompt	N	N	acompt	9
accompt	N	N	accoumpt	6
accompt	N	N	acompte	5
accompt	N	N	acoumpt	3
accompt	N	N	acomppte	2
accompt	N	N	acovmpt	1
accompt	N	NS	accomptes	38
accompt	N	NS	accompts	14
accompt	N	NS	acomptes	6
accompt	N	NS	acompptes	2
accompt	N	NS	accoumpts	1
accomptable	ADJ	ADJ	accomptable	3
accompting	VAG	VAG	accompting	3
accomte	N	NS	accomtes	1
accomte	N	N	accomte	1
accon	N	NS	accons	5
accon	N	N	accon	2
accon	N	N	auowson	1
accord	N	N	accord	16
accord	N	N	accorde	11
accord	N	N	acord	6
accord	N	NS	accords	1
accordant	ADJ	ADJ	accordant	1
accorde	VB	VAN	accorded	18
accorde	VB	VAN	acordyd	8
accorde	VB	VAN	accordyd	2
accorde	VB	VAN	acorded	1
accorde	VB	VAN	accordid	1
accorde	VB	VB	accorde	8
accorde	VB	VB	accord	6
accorde	VB	VB	acord	5
accorde	VB	VB	acorde	3
accorde	VB	VBP	acorde	4
accorde	VB	VBP	accorde	2
accorde	VB	VBN	accorded	1
accordet	VAN	VAN	accordet	1
accordindly	ADV	ADV	accordindly	1
according	VAG	VAG	according	554
according	VAG	VAG	accordyng	104
according	VAG	VAG	accordinge	86
according	VAG	VAG	acordyng	70
according	VAG	VAG	acording	22
according	VAG	VAG	accordynge	12
according	VAG	VAG	acordinge	6
according	VAG	VAG	acordynge	3
according	VAG	VAG	acordenge	2
according	VAG	VAG	accordeng	2
according	VAG	VAG	acordeng	1
according	VAG	VAG	acorddyng	1
according	VAG	VAG	accordeing	1
according	VAG	VAG	accoording	1
according	VAG	VAG	acccording	1
according	ADJ	ADJ	according	11
according	ADJ	ADJ	acordyng	2
according	ADJ	ADJ	accordynge	1
according	ADJ	ADJ	accordinge	1
accordinge	ADV	ADV	accordinge	1
accordinge	ADV	ADV	according	1
accordingle	ADV	ADV	accordingle	1
accordingly	ADV	ADV	accordingly	154
accordingly	ADV	ADV	accordinglie	23
accordingly	ADV	ADV	accordinglye	13
accordingly	ADV	ADV	accordyngly	12
accordingly	ADV	ADV	accordynglye	4
accordingly	ADV	ADV	acordyngly	1
accordingly	ADV	ADV	acordingly	1
accordingly	ADV	ADV	accordingely	1
accordingly	ADV	ADV	accordingelie	1
accordis	NS	NS	accordis	1
accost	VB	VB	accost	1
accounpte	N	N	accounpte	2
accounpte	N	N	accounpt	1
account	N	N	account	308
account	N	N	accounte	28
account	N	N	acount	17
account	N	N	accownt	4
account	N	N	acownt	1
account	N	N	acounte	1
account	N	N	acounnte	1
account	N	NS	accounts	31
account	N	NS	accownts	2
account	N	NS	acounntes	1
account	N	NS	accownntes	1
account	N	NS	accountes	1
account	VB	VB	account	27
account	VB	VB	accounte	4
account	VB	VB	acounte	3
account	VB	VAN	accounted	24
account	VB	VAN	accowntedd	1
account	VB	VAN	accownted	1
account	VB	VBP	account	15
account	VB	VBP	accounte	2
account	VB	VBP	accounts	1
account	VB	VBN	accounted	2
account	VB	VBI	account	2
account	VB	VBD	accounted	2
accountable	ADJ	ADJ	accountable	4
accounting	N	N	accounting	1
accounting	VAG	VAG	accounting	1
accoupt	N	N	accoupt	1
accoustumd	ADJ	ADJ	accoustumd	1
accresion	N	N	accresion	1
accrew	VB	VB	accrew	6
accrew	VB	VBP	accrewes	1
accrewing	VAG	VAG	accrewing	1
accrue	VB	VB	accrue	1
accrue	VB	VB	accru	1
accumpanying	VAG	VAG	accumpanying	1
accumpanying	VAG	VAG	accompanyinge	1
accumpanying	VAG	VAG	accompanying	1
accumulate	VB	VB	accumulate	2
accumulate	VB	VB	accumulat	1
accumulate	VB	VBN	accumulated	1
accumulate	VB	VAN	accumulated	1
accumulation	N	N	accumulation	1
accumulation	N	N	accumulacion	1
accurate	ADJ	ADJ	accurate	1
accurately	ADV	ADV	accurately	1
accursed	VAN	VAN	accursed	2
accursed	VAN	VAN	acursid	1
accursed	VAN	VAN	acursed	1
accurst	VB	VB	accurst	1
accusacons	NS	NS	accusacons	2
accusation	N	N	accusation	18
accusation	N	N	acusation	1
accusation	N	N	accusacion	1
accusation	N	NS	accusations	14
accusation	N	NS	accusacions	2
accuse	VB	VB	accuse	33
accuse	VB	VB	acuse	4
accuse	VB	VB	ascuse	2
accuse	VB	VAN	accused	24
accuse	VB	VAN	accusyd	2
accuse	VB	VAN	acussed	1
accuse	VB	VAN	accusd	1
accuse	VB	VBD	accused	13
accuse	VB	VBD	accusyd	1
accuse	VB	VBN	accused	8
accuse	VB	VBN	acussed	1
accuse	VB	VBP	accuseth	3
accuse	VB	VBP	accuses	3
accuse	VB	VBI	accuse	1
accuse	VBP	VBP	accuse	1
accused	ADJ	ADJ	accused	1
accusement	N	N	accusement	1
accuser	N	N	accuser	8
accuser	N	N	accusere	2
accuser	N	NS	accusers	6
accusing	VAG	VAG	accusing	10
accusing	VAG	VAG	accusinge	2
accusing	VAG	VAG	accuseing	2
accustemyd	ADJ	ADJ	accustemyd	1
accustion	N	N	accustion	1
accustomable	ADJ	ADJ	accustomable	1
accustomed	ADJ	ADJ	accustomed	41
accustomed	ADJ	ADJ	accustumed	19
accustomed	ADJ	ADJ	accostomed	5
accustomed	ADJ	ADJ	accustomyd	3
accustomed	ADJ	ADJ	accoustumed	3
accustomed	ADJ	ADJ	accustumede	2
accustomed	ADJ	ADJ	accoustomed	2
accustomed	ADJ	ADJ	acustumed	1
accustomed	ADJ	ADJ	acustomyd	1
accustomed	ADJ	ADJ	acustomid	1
accustomed	ADJ	ADJ	acustomed	1
accustomed	ADJ	ADJ	accustomid	1
accustumably	ADV	ADV	accustumably	1
accustume	VB	VBN	accustomed	3
accustume	VB	VBN	accustumed	2
accustume	VB	VBN	accoustumed	1
accustume	VB	VBP	acoustume	1
accustume	VB	VB	accustume	1
accustume	VB	VB	accustome	1
accustymed	ADJ	ADJ	accustymed	1
accusyed	VAN	VAN	accusyed	1
aceldama	NPR	NPR	aceldama	1
acertennyed	VAN	VAN	acertennyed	1
acertonid	VAN	VAN	acertonid	1
ache	N	NS	ashes	4
ache	N	NS	aches	4
ache	N	NS	achs	1
ache	N	N	ache	3
ache	N	N	ach	3
ache	N	N	asshe	2
ache	N	N	assh	1
ache	Q	Q	ache	1
acheroom	NPR	NPR	acheroom	1
aches	NPR	NPR	aches	1
acheve	VB	VB	acheve	1
acheved	ADJ	ADJ	acheved	1
